epoch,train_loss,val_loss,val_f1,val_precision,val_recall,val_threshold,candidate
75,0.02962532515327136,0.03233391232788563,0.7692307692307693,0.6589147286821705,0.9239130434782609,0.48499999999999993,MLP|Focal Loss
76,0.030682401909005074,0.032424507290124895,0.7747747747747747,0.6615384615384615,0.9347826086956522,0.49999999999999994,MLP|Focal Loss
77,0.029841484324563117,0.03212045468389988,0.7665198237885462,0.6444444444444445,0.9456521739130435,0.4699999999999999,MLP|Focal Loss
78,0.02742273369360538,0.03255315832793713,0.7610619469026548,0.6417910447761194,0.9347826086956522,0.4549999999999999,MLP|Focal Loss
79,0.02916128649598076,0.03250734135508537,0.7705627705627706,0.6402877697841727,0.967391304347826,0.43499999999999994,MLP|Focal Loss
80,0.028871593642092887,0.0326048918068409,0.7665198237885462,0.6444444444444445,0.9456521739130435,0.42999999999999994,MLP|Focal Loss
81,0.029091230726667812,0.032286785915493964,0.7652173913043478,0.6376811594202898,0.9565217391304348,0.42499999999999993,MLP|Focal Loss
82,0.02674101230998834,0.032266731932759286,0.7699115044247787,0.6492537313432836,0.9456521739130435,0.49499999999999994,MLP|Focal Loss
83,0.02703811192796344,0.032849355787038806,0.7699115044247787,0.6492537313432836,0.9456521739130435,0.4499999999999999,MLP|Focal Loss
1,0.8526783528782073,0.5993501424789429,0.7214611872146118,0.6220472440944882,0.8586956521739131,0.8049999999999999,FTTransformer|Weighted BCE
2,0.5570958576032093,0.4421982765197754,0.7685185185185185,0.6693548387096774,0.9021739130434783,0.83,FTTransformer|Weighted BCE
3,0.4910048601173219,0.3918762803077698,0.7767857142857143,0.6590909090909091,0.9456521739130435,0.8799999999999999,FTTransformer|Weighted BCE
4,0.4412686668691181,0.37487409710884095,0.7822222222222223,0.6616541353383458,0.9565217391304348,0.83,FTTransformer|Weighted BCE
5,0.4557242478643145,0.3779592514038086,0.7822222222222223,0.6616541353383458,0.9565217391304348,0.835,FTTransformer|Weighted BCE
6,0.43422674139340717,0.34848496317863464,0.7850467289719626,0.6885245901639344,0.9130434782608695,0.9049999999999999,FTTransformer|Weighted BCE
7,0.42993272911934627,0.3481007695198059,0.7927927927927928,0.676923076923077,0.9565217391304348,0.835,FTTransformer|Weighted BCE
8,0.43349278966585797,0.3653267741203308,0.7945205479452054,0.6850393700787402,0.9456521739130435,0.9049999999999999,FTTransformer|Weighted BCE
9,0.43164809544881183,0.3865145921707153,0.7945205479452054,0.6850393700787402,0.9456521739130435,0.9049999999999999,FTTransformer|Weighted BCE
10,0.4215353684765952,0.36136520504951475,0.7963800904977375,0.6821705426356589,0.9565217391304348,0.8999999999999999,FTTransformer|Weighted BCE
11,0.39885820803188143,0.3373948931694031,0.794392523364486,0.6967213114754098,0.9239130434782609,0.8599999999999999,FTTransformer|Weighted BCE
12,0.39928170754795983,0.3255491882562637,0.8055555555555556,0.7016129032258065,0.9456521739130435,0.83,FTTransformer|Weighted BCE
13,0.3889291364522207,0.3352547764778137,0.8056872037914692,0.7142857142857143,0.9239130434782609,0.8849999999999999,FTTransformer|Weighted BCE
14,0.3915171112333025,0.36020252108573914,0.8,0.6875,0.9565217391304348,0.8849999999999999,FTTransformer|Weighted BCE
15,0.36408098822548274,0.31630500853061677,0.8018433179723502,0.696,0.9456521739130435,0.8699999999999999,FTTransformer|Weighted BCE
16,0.36201725332509904,0.3420287072658539,0.794392523364486,0.6967213114754098,0.9239130434782609,0.8099999999999999,FTTransformer|Weighted BCE
17,0.39194082220395404,0.32798929512500763,0.8055555555555556,0.7016129032258065,0.9456521739130435,0.7549999999999999,FTTransformer|Weighted BCE
